feature,index
the-economy,9059
FN=emailgate,24314
where-all,9810
he-said,4629
PN=authorities,13803
PN=strains,9656
process-play,24698
high-needs,21011
DT-NNPS,149
find-a,9297
FN=obesity,27098
PV=streaming,15015
give-incentives,11573
PV=got,2518
FN=comfort,1092
no-place,242
FN=credentials,3269
video-.,18951
the-suburbs,13491
PV=shell,9437
discuss-it,12690
senior-staff,2767
desperately-hunting,6829
PN=threads,10844
his-resignation,25592
three-girls,854
PV=facebook,10722
PV=correct,2657
some-success,6972
china-sending,21592
that-poll,25007
PN=influence,14042
EX-CC,20095
madison-square,12918
FN=liability,17527
larger-crowds,4287
PV=weighing,17570
ecstasy-and,15950
PV=stationed,8621
managing-it,8984
PV=assaulted,21818
terrorist-organization,10975
be-money,2327
PV=traded,7680
promises-to,7022
strong-fundamentals,554
PV=rising,9525
online-recruiting,20611
PN=crashes,3874
the-operation,24832
",-fears",15724
the-chandra,18344
we-said,8931
hospital-officials,26560
FN=philippine,23722
PN=visions,13018
of-course,3273
FN=movie,9817
"front-,",25363
front-.,5387
intervening-months,25856
PN=principle,11399
cupcakes-.,8276
combat-operations,4617
this-nomination,11768
subsiding-could,22077
",-saving",17613
FN=sleeps,15464
PN=intake,15218
PV=checked,23109
PV=lilting,6706
them-candice,332
a-mercantilist,12054
FN=dignity,19246
the-gossip,17419
PN=differences,26298
fight-fighting,27526
PN=feels,22599
a-bunch,25656
have-someone,9688
describe-tonight,7864
the-exchange,24572
are-touched,13846
FN=bankruptcy,5810
PN=pieces,5870
FN=nov,7287
measured-by,4282
that-book,8173
PV=somehow,24134
PN=autobiography,13718
corsets-was,11024
FN=nod,10623
hard-out,17459
PN=venues,17698
FN=non,5755
people-you,15786
PV=informed,18823
himself-said,11904
PV=reviewed,4813
airgas-shares,17249
):-for,4315
the-latest,2205
"newton-,",1749
bombers-died,12280
$-CD,2883
PN=metal,20489
JJS-PRP,17353
offer-convenience,17762
the-gravity,18517
---injuries,13974
PN=trash,8114
parted-ways,18004
the-debate,2943
sort-of,15427
pretty-short,11892
either-one,25963
PN=devout,950
health-savings,4448
you-came,9326
wrongful-death,18954
eventually-own,7551
WP-NN,9523
FN=israeli,7113
and-volunteers,7943
senator-is,24534
stripped-away,17946
it-going,2356
hear-from,6220
her-powerful,21878
also-helped,2282
the-northern,18449
you-trying,4369
",-pointing",4661
me-directly,15142
that-where,25573
PN=searched,24600
PN=searches,13901
this-picture,18362
FN=trophy,23794
the-ensuing,24387
much-different,5174
s-built,22856
dorm-rooms,15165
leave-you,4086
this-would,11333
job-center,23338
PN=stadium,6428
iraq-;,5132
originally-looked,25932
FN=immigration,3487
iraq-.,1575
"iraq-,",4838
your-last,11471
:-the,24742
FN=microphones,10403
clinton-walked,11446
and-carried,6770
the-so,3387
of-reaction,9804
"lee-,",5886
protracted-presence,25626
get-worked,24915
PV=competing,16058
would-be,5194
its-pleasures,21397
to-dress,13947
FN=slave,20122
m-thinking,4160
controversies-hanging,22803
sending-them,24691
your-relationship,6487
these-white,24044
children-once,23614
their-assault,10564
holm-went,24430
--of,7951
bush-at,22581
of-struggling,19007
for-help,6280
FN=tragedy,6740
with-people,14061
and-spend,16001
he-fought,7889
this-all,20135
scheduled-arrival,27580
PN=stuff,9554
the-human,11150
resolve-some,8955
my-husband,4236
shot-comes,9184
t-spelled,4424
the-handling,27335
our-apartment,8450
",-before",11770
people-had,11142
PN=murders,27468
alone-.,11156
real-challenge,20085
s-forty,15405
PV=smiles,27683
was-up,5799
our-markets,27052
FN=abc,24
PN=tug,8816
there-who,16388
FN=centuries,23327
FN=partners,7708
that-post,15827
m-convinced,3759
FN=break,19095
court-led,24065
the-bloomberg,22590
"dallas-,",21630
FN=airline,20562
detroit-pistons,22168
RP-CC,25712
we-mark,8243
know-it,15105
my-fight,23707
areas-where,24660
and-written,23158
obamacare-to,5392
me-ask,22544
PN=complexion,27551
this-fight,17172
PN=kalashnikovs,23493
first-interviews,1646
PN=atrocities,19992
PV=closed,1385
PV=shuttle,18650
now-owned,14067
missed-time,18064
it-got,17365
"honestly-,",5317
of-racing,3917
tears-shed,8752
FN=person,246
intriguing-storyline,7787
PN=areas,5037
i-should,7176
eyewear-each,15305
leave-us,3406
what-sounded,26338
get-coaching,14369
housing--,569
PN=standing,7906
heart-goes,11297
a-single,3288
survive-in,11070
t-shatter,27491
to-gain,3426
PV=boxing,17129
overseas-and,17285
often-substitute,15858
they-do,16049
to-argentina,19037
FN=motions,14673
a-rhodes,67
just-came,12461
the-driver,20451
the-candles,21217
FN=nasa,14380
the-moscone,15731
jeopardizing-discussions,27109
VBN-:,9630
increase-came,20328
six-new,26711
"campaign-,",22804
"VBN-,",6395
informational-purposes,624
VBN-.,2024
messages-to,24029
mccain-last,5493
PN=ring,18326
PN=sack,22020
FN=pilot,16604
with-france,116
get-out,3276
great-restriction,11129
PN=guys,11697
patients-ask,22014
a-lady,2959
lovers-walk,17752
gnawing-sense,25019
the-venue,17861
FN=exorcism,1163
francis-talking,12985
PN=mediterranean,6345
herculean-efforts,22938
now-paul,12065
a-nearly,2228
the-roads,12875
"isis-],",15863
full-kind,5028
not-saying,12487
the-former,9826
was-meant,10374
FN=taylor,10674
)-VBZ,15619
the-sentiment,20098
FN=asset,15690
outer-corona,18756
)-VBP,22303
security-community,16914
)-VBD,15254
",-RB",453
FN=cornyn,16337
"fathers-,”",10098
RP-PRP$,20269
FN=renaissance,22288
PN=front,2166
the-classic,8333
"""-hillary",7968
FN=vacation,14924
both-...,11341
we-shop,20854
links-to,17651
PV=praying,19881
them-now,11476
his-suit,10415
sharing-a,14062
FN=solar,18264
re-treated,19176
keep-iran,8760
former-fbi,19357
a-home,1003
PV=gentlemen,9250
PN=celebrity,13744
starting-at,21271
had-them,21464
PN=rush,5673
for-them,1478
me-here,16425
war-with,16710
his-campaign,5479
FN=jessica,24435
been-calling,7749
their-values,7421
drive-home,10548
and-control,16567
our-shared,15625
at-or,18056
were-transitioned,1246
do-so,4029
",-owned",23825
PV=tracked,17190
PN=matt,22749
facebook-testing,17803
",-peeks",18567
s-fits,1071
to-deploy,15915
the-internet,4953
celebrity-”,13745
PN=harder,25326
privacy-?,3402
PN=curve,16234
be-doctors,8748
FN=vitality,24748
"2015-,",18177
policies-aimed,14274
bad-as,17367
really-laid,22948
is-provide,16833
without-speaking,13086
PN=fraction,5650
advertising-packages,21318
be-exempted,16403
encouraging-attacks,17710
posting-it,27093
PV=mounting,197
PRP$-IN,3464
this-onslaught,14568
stephen-auerbach,18883
PN=sets,16160
"FN=.'""",23593
PV=fall,9128
the-conservationists,17619
"gentlemen-,",9251
limited-experience,13102
these-recruiting,19396
time-you,25065
PN=worker,14497
FN=pr,4476
her-brothers,1060
the-background,13120
"bottom-,",27208
john-f,24142
PN=type,1253
"taliban-,",5041
granted-.,2023
be-farther,14570
religious-people,26318
of-hope,23601
three-attacks,10952
apprehended-them,11359
run-for,2954
some-witnesses,19733
PN=r,27692
certain-parts,11143
and-won,23659
being-in,18124
FN=operating,27216
of-state,27339
in-your,2946
signal-escalated,24365
particularly-concerned,22758
instagram-(,23558
an-opportunity,2371
"instagram-,",14021
instagram-.,10656
"home-,",16821
home-.,2683
new-day,4635
home-?,16656
brought-up,19216
she-agreed,3448
un-as,21802
this-story,620
their-aspirations,10926
of-cash,11961
PN=charges,404
and-sitting,15609
that-comports,19983
google-getting,23646
to-know,16086
to-discussions,26879
my-unique,3158
s-record,7954
s-products,14363
FN=suspect,8417
how-well,11709
no-evidence,2910
ensure-that,3383
FN=spent,22745
used-words,26069
FN=russia,12700
the-brother,12274
PV=resigned,26040
politics-and,26918
treated-her,26905
PV=escape,23497
FN=trump,4195
PN=donna,24094
PN=welcome,3372
this-fall,8548
PV=use,5100
divorce-proceedings,26929
arming-folks,19397
get-paid,12741
PV=ran,3450
PN=crime,3682
PN=costs,5641
FN=sources,24917
to-fall,25697
authorities-step,12278
PN=costa,13366
malley-definitely,14840
which-came,20933
and-women,26915
an-anti,12725
PN=sheen,14604
any-sweat,24764
these-young,8859
PN=connect,15140
PN=defensive,24154
PN=crafts,20841
",-up",11437
FN=stock,390
PN=brink,8775
partly-owned,18884
that-debate,20012
the-beach,17594
five-separate,14518
to-print,24804
FN=bases,12528
years-away,18424
but-enough,6103
PV=organized,7931
his-brother,26271
FN=deck,8341
",-start",24484
health-officials,14792
FN=lead,5378
next-sunday,2670
the-taliban,1374
NN-JJR,5438
more-debates,7750
just-fall,24453
new-life,1222
harteau-said,8423
purely-evil,20019
re-all,3226
disproportionate-influence,26377
she-gave,26722
an-open,3861
FN=oakland,18023
''-JJ,3349
PV=signed,16156
PN=democracies,24311
FN=misdemeanor,8500
more-about,19104
PN=declare,6516
FN=uncle,369
only-0,14081
to-james,26015
",-hollowed",22900
was-riding,27211
PN=bush,9672
the-democrats,23863
racism-and,19965
chief-republican,190
PN=bust,27602
a-local,6004
tom-and,13340
other-diseases,25027
the-cuban,13430
isis-threatening,1762
PV=depend,14738
PV=cleared,4123
had-arrived,26673
",-yes",26038
FN=head,1726
PN=lifeless,26218
PN=perpetrator,3679
"council-,",16332
the-association,27097
PV=teamed,17014
the-name,5893
clear-masks,13877
PN=indexes,15660
FN=media,1720
an-aurora,18587
PN=partnerships,27572
all-–,14324
PN=murrow,1703
PN=ll,10959
presidents-born,24739
implications-continued,6137
VBN-NNP,5137
FN=taxation,11564
could-find,1429
a-week,1409
PV=laughed,21122
PN=iii,12562
my-dead,25965
FN=karaoke,15596
tehran-.,9911
PN=karaoke,15599
turned-him,1419
",-you",3057
NNS-WP$,7487
PN=pbs,9270
FN=respect,855
memorial-day,4087
large-as,18629
PN=office,6863
cup-started,21157
project-power,10927
brings-on,24754
PN=musket,27429
at-home,2092
this-game,21618
out-.,16408
"out-,",13135
out--,7952
the-gunman,19107
after-fumbling,7205
young-spokeswoman,8968
"out-""",23243
one-promise,25299
FN=dream,6460
1997-to,1676
PV=mates,22345
PV=expressed,608
halftime-of,13913
fan-violence,23382
",-embedding",1582
"adoption-,",6033
faced-off,16472
oil-is,26896
PV=dump,25681
canceling-moment,25748
m-okay,15576
one-location,11469
t-think,13967
FN=conversation,16629
PV=determined,6360
her-deal,1025
FN=com,21602
FN=forty,15406
PN=wisconsin,6015
",-calling",13249
using-the,6048
smartphones-and,2000
PN=incentive,11578
PN=jihad,26118
late-afternoon,20959
"into-,",19904
"customers-,",19016
PN=update,6881
witchcraft-in,1621
"answers-,",16301
get-tens,12239
PN=iowa,2727
her-path,4262
sat-untested,16292
--touch,7953
either-disingenuous,12032
FN=wouldn,25699
the-civil,4003
PN=behavior,13363
FN=member,6935
from-obama,26311
hope-echoing,21652
PN=psychologist,6476
FN=intervention,16895
FN=forwarding,5822
FN=handling,20779
PV=changed,4217
PN=policies,11531
a-collaboration,16129
her-time,4151
PN=hispanics,11512
FN=cannot,26113
booked-hotels,27582
pressure-here,8855
the-2006,7422
1-billion,14340
small-computers,25053
different-ages,1995
the-chest,26007
PN=pacs,4524
FN=blinds,24845
congress-with,24490
really-good,10667
be-buried,24103
PN=swiss,13244
):-hastert,24922
FN=team,7181
a-son,5758
FN=fostering,20208
using-terms,19207
himself-and,2925
quite-surprised,17403
a-domestic,7149
senator-menendez,9037
PN=brain,18099
FN=common,3259
thailand-’,24859
a-defendant,20674
been-opened,14764
FN=turtles,17568
worsen-shortly,26641
ones-that,6200
our-twenty,6673
later-revealed,2772
nine-months,27479
roundtable-standing,11667
owe-thousands,12646
PN=sexism,27350
PV=healing,24104
single-question,9188
actually-shine,3032
eight-weeks,27232
earlier-today,12339
and-place,6758
officials-.,8398
the-sale,1598
21-points,14195
talking-about,11685
for-me,15814
PN=attack,272
"attackers-,",19087
local-distributors,14308
and-personal,12939
t-figure,16126
FN=brain,14284
FN=operations,4616
FN=drug,831
PN=necklaces,27716
when-someone,13320
them-worked,15800
least-one,18545
PN=pneumonia,4145
a-friend,9267
me-out,21381
families-in,12880
fair-target,17219
PN=rowan,25153
PN=entities,20443
spend-most,3476
lesbian-i,25729
your-money,5706
PN=paragon,9252
reportedly-travelling,21945
this-photo,8258
these-efforts,17180
american-hostage,8972
to-eat,26479
PN=october,15681
FN=intrigues,25088
FN=decency,22618
go-and,3015
PN=evangelicals,4377
naive-trust,12982
FN=brown,6227
“-treaty,10260
facebook-this,8599
lights-and,12376
i-like,3799
fairly-sharply,26786
debate-beginning,27489
the-broadcast,23431
this-roll,25652
sent-home,3927
:-come,9960
set-off,21414
FN=plots,20743
PN=jury,18911
FN=connie,5795
PN=sanders,4705
",-said",16770
PV=finesse,27544
your-behavior,20708
of-debt,20815
compete-in,3469
his-standards,24866
we-failed,3095
there-again,25202
the-geographic,10910
the-jobs,9115
tissue-acts,22093
muir-served,16986
big-chain,15317
and-she,6116
but-looking,19084
are---,23814
FN=soho,18757
he-called,14640
called-me,21379
FN=thomas,5940
several-times,1701
joined-police,7621
PV=looking,3374
had-slipped,26983
PN=factor,11727
FN=gma,9974
with-different,15364
have-entered,16184
oprah-wanna,25734
FN=bone,20905
FN=bond,6162
chipotle-.”,14825
flip--,4248
as-secretary,4821
"though-,",9727
sat-right,22355
PN=section,10508
her-sick,14812
and-not,26213
PN=request,11285
FN=thank,338
march-2000,1549
PN=eight,20494
PV=carried,6769
anybody-?,9502
FN=dictionary,13727
PN=screenplay,21210
men-burst,26565
PN=minnesota,8524
PN=please,7674
clear-intent,10957
malley-put,24047
that-program,24886
given-permission,9339
when-you,2053
the-orange,15502
PN=matter,1470
heard-claims,8159
that-outsider,13111
scott-walker,7830
PN=variables,26176
for-donors,26704
and-hung,21507
different-feeling,19229
rowan-county,25155
FN=morrison,21684
the-father,6325
and-hunt,24057
s-story,22761
FN=evacuation,14987
PN=firestorm,19113
coordinating-security,12937
PV=regret,23837
FN=interpretation,16733
michael-jackson,10683
FN=hastert,24921
PN=conspiracy,12439
to-people,9922
FN=tease,21221
PRP-DT,3625
home-on,7069
taking-care,12545
supreme-leader,12261
FN=judges,14683
FN=baseball,19614
PV=jumped,2230
",""-ortiz",24825
a-war,253
at-once,24880
individuals-motivated,16731
a-way,1976
JJ-SYM,17979
PN=randpaul,7858
their-pay,15060
the-cost,24258
FN=start,16520
FN=stars,14647
relax-ahead,7849
taking-deposits,14698
a-detailed,25995
commissioner-.,16676
PN=scars,20979
roundtable-here,4824
):-in,19841
PN=suspects,17652
i-lived,9151
FN=wits,1194
also-angry,9196
independent-investigation,8532
):-it,9945
business-schools,1360
PN=construction,6866
FN=creator,14094
FN=drive,26690
were-killed,17883
PN=phone,889
an-intensification,17179
PN=phony,22972
was-all,5766
some-people,19514
have-suffered,3820
your-vehicle,26854
is-dr,14159
a-tax,7360
their-way,23785
just-wanted,10651
"orange-,",4071
orange-),18718
FN=poly,26761
PV=poised,10423
its-rings,18573
FN=poll,11426
CC-WP,3404
lung-failure,24151
privacy-in,21823
FN=soltis,24162
even-qualify,3187
greece-getting,12187
these-republicans,24673
patients-because,18122
isil-being,16559
FN=formations,4939
ease-in,19028
a-rationale,16929
cheyenne-and,27408
being-acquitted,18962
communicate-.,8287
need-strength,4406
take-down,2823
PN=door,3983
the-flags,16486
acceptable-adler,16450
the-height,24017
a-patriotic,4235
PV=print,24803
PV=lenses,15332
PN=classics,14592
than-ever,9145
their-grandparents,24170
takes-weeks,9473
major-differences,26299
100-percent,12769
from-judge,23955
the-line,13991
FN=from,2720
his-plane,26982
cocktails-used,3561
FN=fiance,15522
the-octagon,17117
PV=agitated,5473
a-degree,14481
"subjugation-,",8947
unlawful-assembly,8504
pointed-out,23975
of-school,24834
to-move,2806
least-according,14902
who-could,11130
and-syria,26340
PV=swigging,19802
them-accountable,19434
asked-manna,14558
